id,rating,comment,categories,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки,Другое
4202767,5,спасибо показания исправлены,Вопрос решен,1,0,0,0,0,0
4202707,5,за ответ благодарю не устраивает что мне заранее зачислили страховую сумму из переплаты в январе не согласовав со мной кто принимает такие решения и почему это не было со мной согласовано,Другое,0,0,0,0,0,1
4202703,5,спасибо большое работу,Вопрос решен,1,0,0,0,0,0
4202648,5,благодарю за быстрый отклик,Нравится скорость отработки заявок,0,0,0,1,0,0
4202514,5,супер сотрудник и баллов профессиональный подход спасибо,Нравится качество работы сотрудников,0,0,1,0,0,0
4202403,5,никто не ответил сначала было написано приостановлено второй ращ выполнено,Другое,0,0,0,0,0,1
4202396,5,благодарю за терпение,Вопрос решен,1,0,0,0,0,0
4202359,5,спасибо мастерам что оперативно пришли,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4202354,5,молодцы доволен сантехниками,Нравится качество работы сотрудников,0,0,1,0,0,0
4202169,5,спасибо быстро сделали ключи,Нравится скорость отработки заявок,0,0,0,1,0,0
4202115,5,очень быстро решили вопрос от вызова электрика по замене ламп в коридоре до устранения неисправности прошло минут неожиданно и приятно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4202058,5,пожалуйста свяжитесь со мной,Другое,0,0,0,0,0,1
4202014,5,ждём до весны теплого времени года,Другое,0,0,0,0,0,1
4202008,5,лучший сервис в мире,Вопрос решен,1,0,0,0,0,0
4201875,5,добрый день прошу указать сроки настройки системы аскуэ пока система не работает показания которые передаем вручную не учитываются,Другое,0,0,0,0,0,1
4201832,5,забрал очки,Другое,0,0,0,0,0,1
4201573,5,спасибо за быстрый отклик на заявку к сожалению проблема не решилась запах остался будем ждать потоп,"{""choices"":[""Нравится скорость отработки заявок"",""Другое""]}",0,0,0,1,0,1
4201552,5,огромное спасибо завтра жду мастера фломастера,Другое,0,0,0,0,0,1
4201421,5,специалист перезвонил всё разъяснили,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",1,0,1,0,0,0
4201353,5,все хорошо,Вопрос решен,1,0,0,0,0,0
4201319,5,лучшие,Вопрос решен,1,0,0,0,0,0
4201201,5,почему не дает вносить показания электроэнергии в приложении,Другое,0,0,0,0,0,1
4201195,5,работа выполнена на но лампочки очень не качественные часто меняют,"{""choices"":[""Вопрос решен"",""Другое""]}",1,0,0,0,0,1
4201149,5,спасибо все отлично,Вопрос решен,1,0,0,0,0,0
4201146,5,все сделал быстро качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4201138,5,быстро среагировали спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4201035,5,пока не создашь заявку выполняется только уборка техникой,Другое,0,0,0,0,0,1
4200993,5,прошу учесть на показания счётчика холодной воды,Другое,0,0,0,0,0,1
4200921,5,так сумма начисления за декабрь так и осталась висеть в личном кабинете к оплате уберите её она уже оплачена,Другое,0,0,0,0,0,1
4200782,5,спасибо мусор и дверь вынесли но полы не помыли,Другое,0,0,0,0,0,1
4200717,5,выполнено,Вопрос решен,1,0,0,0,0,0
4200630,5,быстро отреагировали на заявку сразу решили проблему спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4200575,5,человека выпустили но в лифте нет телефона для связи и по кнопке связи с диспечером связи нет поэтому вызывали через соседей,Другое,0,0,0,0,0,1
4200359,5,большое спасибо за оперативность в решении данной проблемы,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4199856,5,вопрос решили очень быстро большое спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4199634,5,очень вежливый и внимательный мастер все выяснил и починил,Нравится качество работы сотрудников,0,0,1,0,0,0
4199353,5,оперативно устранили протечку,Нравится скорость отработки заявок,0,0,0,1,0,0
4199328,5,все заработало,Вопрос решен,1,0,0,0,0,0
4199209,5,все сделали но оперативности не было на третий день после заявки об аварийной ситуации отреагировали и то после доп звонка,Другое,0,0,0,0,0,1
4199183,5,быстро и по делу,Нравится скорость отработки заявок,0,0,0,1,0,0
4199041,5,очень доволен быстро и качественно благодарю,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4198998,5,быстро обработали заявку и быстро пришли слесари,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4198853,5,здравствуйте на нашем этаже нет запаха краски так как дверь красили на другом этаже заявка касается зловония гнилью и кошачьим туалетом в воскресенье января запах исчез но сейчас он снова появился усиливается вонь возле вентиляции у квартир решите пожалуйста проблему,Другое,0,0,0,0,0,1
4198806,5,вежливые и отзывчивые сотрудники быстро решают все возникшие проблемы,Нравится качество работы сотрудников,0,0,1,0,0,0
4198650,5,быстро и качественно спасибо за работу,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4198475,5,спасибочки большое вам,Вопрос решен,1,0,0,0,0,0
4198390,5,не пойму что делать далее,Другое,0,0,0,0,0,1
4198291,5,очень понравился ваш сотрудник все проверил показал объяснил надеюсь с отоплением проблем не будет спасибо,Нравится качество работы сотрудников,0,0,1,0,0,0
4198286,5,огромное спасибо все четко предварительно перезвонили и мастер пришел в назначенное время,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",0,0,1,0,1,0
4198232,5,добрый вечер это как нет расчетов мне выставляют счета с этого приложения и я их оплачиваю,Другое,0,0,0,0,0,1
4198125,5,у меня перепутаны счетчики на электричество и мне начислено за другую квартиру акт сделали просьба сделать перерасчет с самого начала периода,Другое,0,0,0,0,0,1
4197951,5,разъяснения получены спасибо,Вопрос решен,1,0,0,0,0,0
4197775,5,после корректировки настроек топления в квартире стало теплее,Другое,0,0,0,0,0,1
4197699,5,благодарю за оперативность неполадка устранена,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4197665,5,все быстро сделали,Нравится скорость отработки заявок,0,0,0,1,0,0
4197612,5,инженер сказал показания передаются автоматически почему в квитанциях начисления по электроэнергии по нормативам,Другое,0,0,0,0,0,1
4197594,5,спасибо за оперативный ответ и работу,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
4197464,5,в целом быстро и оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
4197411,5,качественно особое благодарность сергею,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
4197358,5,очень быстро спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4197343,5,спасибо за быстрое и качественное реагирование,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4197272,5,благодарю за оперативный ответ со стороны сотрудников расчётно платёжного отдела,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4197263,5,уборщица всё равно не подметает на мой вопрос почему задала мне вопрос а что надо не знаю какие разьяснения вы делаете персоналу они об этом не в курсе,Другое,0,0,0,0,0,1
4197102,5,вода горячая первое время ржавая хотелось бы чтобы устанавливать такие ситуации быстрее чем за часов,Другое,0,0,0,0,0,1
4196834,5,вопрос решили за мин,Нравится скорость отработки заявок,0,0,0,1,0,0
4196705,5,спасибо андрею все устранил,Нравится качество работы сотрудников,0,0,1,0,0,0
4196686,5,батарея полностью горячая спасибо огромное за работу,Вопрос решен,1,0,0,0,0,0
4196461,5,спасибо большое выполнили быстро замену,Нравится скорость отработки заявок,0,0,0,1,0,0
4196374,5,спасибо за работу очень хороший человек,Понравилось выполнение заявки,0,0,0,0,1,0
4196292,5,спасибо мастер пришел все сделал,Нравится качество работы сотрудников,0,0,1,0,0,0
4196280,5,заявка выполнена,Вопрос решен,1,0,0,0,0,0
4196273,5,очень быстро отреагировали проблему решили,Нравится скорость отработки заявок,0,0,0,1,0,0
4196155,5,спасибо очень быстро выполнили работу,Нравится скорость отработки заявок,0,0,0,1,0,0
4196050,5,быстро и понятно спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4196018,5,очень быстро отреагировали приехали в удобное время,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4196007,5,спасибо за ответ,Вопрос решен,1,0,0,0,0,0
4195996,5,к кому обратиться по поводу оплаты квитанции другим плательщиком,Другое,0,0,0,0,0,1
4195981,5,приложение нужно дорабатывать сами пишите что зачисляются до дней сами просите оплатить до января а у самих нет никаких данных о поступлении уже и выписку приложила все без изменений,Другое,0,0,0,0,0,1
4195889,5,спасибо я вижу счетчики заведены в программу и отобразились в приложении,Другое,0,0,0,0,0,1
4195801,5,большое спасибо за выполнение работы,Вопрос решен,1,0,0,0,0,0
4195710,5,спасибо получить ключ сама не могу прошу выдать ключ трофимова степану викторовичу г р,Другое,0,0,0,0,0,1
4195613,5,спасибо за оперативное выполнение заявки,Нравится скорость отработки заявок,0,0,0,1,0,0
4195451,5,ук отреагировали быстро сантехник пришел вовремя исправил,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4195438,5,чисто быстро аккуратно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4195410,5,все разъяснили,Вопрос решен,1,0,0,0,0,0
4195403,5,заявку выполнили быстро спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4195343,5,большое спасибо мастерам которые чинили батарею пришли очень быстро я даже не ожидала все спокойно сделали спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
4195282,5,повторная заявка,Другое,0,0,0,0,0,1
4195248,5,отлично большое спасибо,Вопрос решен,1,0,0,0,0,0
4195228,5,да неисправность устранена но по времени не очень быстро,"{""choices"":[""Вопрос решен"",""Другое""]}",1,0,0,0,0,1
4195166,5,кнопки не светятся при нажатии,Другое,0,0,0,0,0,1
4195150,5,мастер пришёл в день заявки это радует розетка оказалась исправна в итоге по ремонту не пришлось ничего делать будем наблюдать надеюсь будет работать и дальше,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Другое""]}",0,0,1,1,0,1
4194964,5,мастер пришел вовремя поменял и опломбировал счётчик всё отлично,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4194961,5,прошу прислать акт заключение на потолке образовалось пятно от протечки,Другое,0,0,0,0,0,1
4194881,5,ужасная управляющая компания,Другое,0,0,0,0,0,1
4194871,5,благодарю за чистоту в подъезде а то у нас там появился неприятный запах,"{""choices"":[""Вопрос решен"",""Другое""]}",1,0,0,0,0,1
4194793,5,быстро помогли с ответом четко выражена мысль и то что я просила услышала,Нравится скорость отработки заявок,0,0,0,1,0,0
4194765,5,работа выполнена быстро,Нравится скорость отработки заявок,0,0,0,1,0,0
4194745,5,спасибо счетчик стал работать,Вопрос решен,1,0,0,0,0,0
4194731,5,января пока запаа нет,Другое,0,0,0,0,0,1
4194676,5,спасибо очень помогли отличный сантехник,Нравится качество работы сотрудников,0,0,1,0,0,0
4194664,5,спасибо большое сергею сантехнику пришёл быстро всё отремонтировал и дал дельные советы,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4194591,5,заявка выполнена спасибо за заботу,Вопрос решен,1,0,0,0,0,0
4194537,5,отлично работает теперь,Вопрос решен,1,0,0,0,0,0
4194448,5,все понятно спасибо,Вопрос решен,1,0,0,0,0,0
4194412,5,вопрос решен спасибо,Вопрос решен,1,0,0,0,0,0
4194380,5,поплняйте пожалуйста своевременно сейчас опять мало пакетов,Другое,0,0,0,0,0,1
4194284,5,спасибо большое за работу за быстрый ответ на заявку и устранения,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
4194255,5,в лк у меня нет задолженности оплачивал более недели назад,Другое,0,0,0,0,0,1
4194143,5,большое спасибо инженеру,Нравится качество работы сотрудников,0,0,1,0,0,0
4194109,5,спасибо станиславу большое,Нравится качество работы сотрудников,0,0,1,0,0,0
4194080,5,идеально закрывается дверь огромное спасибо мастеру,Нравится качество работы сотрудников,0,0,1,0,0,0
4193955,5,хотелось бы чтобы передали информацию в отдел занимающийся возвратом средств получается нет взаимодействия смежных отделов в ук,Другое,0,0,0,0,0,1
4193850,5,хорошо только цвет другой,Другое,0,0,0,0,0,1
4193778,5,спасибо большое все оперативно устранили,Нравится скорость отработки заявок,0,0,0,1,0,0
4193739,5,это с учётом остальных платежей или только за электричество,Другое,0,0,0,0,0,1
4193423,5,оплата за коммунальные услуги оплачены когда можно пере заказать справку,Другое,0,0,0,0,0,1
4193401,5,всё супер спасибо сантехнику за решение проблемы,Нравится качество работы сотрудников,0,0,1,0,0,0
4193160,5,спасибо за быстрое исполнение заявки,Нравится скорость отработки заявок,0,0,0,1,0,0
4193119,5,спасибо за оперативную работу вопрос решен,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4192998,5,оперативно качественно проффессионально,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4192859,5,спасибо все оперативно и быстро было сделано,Нравится скорость отработки заявок,0,0,0,1,0,0
4192829,5,спасибо за порядок на нашей площадке,Понравилось выполнение заявки,0,0,0,0,1,0
4192809,5,отработали оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
4192803,5,быстро класс,Нравится скорость отработки заявок,0,0,0,1,0,0
4192799,5,неверный логин пароль,Другое,0,0,0,0,0,1
4192791,5,все оперативно спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4192779,5,неверный логин и пароль,Другое,0,0,0,0,0,1
4192700,5,все быстро четко спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4192664,5,надеюсь что закрепили а не просто втолкнули назад проверю вечером,Другое,0,0,0,0,0,1
4192425,5,все работает,Вопрос решен,1,0,0,0,0,0
4192420,5,благодарю за оперативное решение,Нравится скорость отработки заявок,0,0,0,1,0,0
4192400,5,помыт только пол двери где входная группа так и в пыли,Другое,0,0,0,0,0,1
4192384,5,оперативно и быстро все сделали что требовалось,Нравится скорость отработки заявок,0,0,0,1,0,0
4192338,5,первый раз за лет заявка выполнена как полагается и оперативно спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4192327,5,быстро отреагировали техник позвонил что то где то сделал отопление снова греет спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4192161,5,отреагировали моментально сантехник нашел причину быстро и устранил быстро спасибо большое,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4192111,5,вы лучшие благодарю,Понравилось выполнение заявки,0,0,0,0,1,0
4191863,5,отличная работа быстро и качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4191852,5,отличная работа быстро качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4191814,5,не доделали работу до конца ушли пока трудно оценить устранили ли причину протечки,Другое,0,0,0,0,0,1
4191800,5,очень благодарны,Вопрос решен,1,0,0,0,0,0
4191795,5,спасибо за ремонт приступили к работам в тот же день,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4191725,5,посыпали песком но не везде упала на парковке и разбила руку,Другое,0,0,0,0,0,1
4191673,5,все объяснил обнаружил утечку сверху залитие приостановлено благодарю,Вопрос решен,1,0,0,0,0,0
4191635,5,да заработало,Другое,0,0,0,0,0,1
4191625,5,спасибо мастер пришёл очень быстро,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4191616,5,спасибо очень быстро отреагировали и заменили лампу не только на этаже но и на первом благодарю,Нравится скорость отработки заявок,0,0,0,1,0,0
4191610,5,сделали все быстро,Нравится скорость отработки заявок,0,0,0,1,0,0
4191609,5,быстро сделали спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4191309,5,спасибо хорошо убрали,Вопрос решен,1,0,0,0,0,0
4191296,5,очень чисто спасибо за уборку,Вопрос решен,1,0,0,0,0,0
4191260,5,большое спасибо все выполнено оперативно и качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4191047,5,спасибо заявка выполнена,Вопрос решен,1,0,0,0,0,0
4190995,5,на заявку отреагировали ночью мгновенно течь устранена операивно и качественно спасибо всем и виктору персонально,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,1,0,0
4190986,5,спасибо оперативно отреагировали перекрыли воду,Нравится скорость отработки заявок,0,0,0,1,0,0
4190976,5,выполнено спасибо,Вопрос решен,1,0,0,0,0,0
4190855,5,очень быстро решил проблему,Нравится скорость отработки заявок,0,0,0,1,0,0
4190830,5,спасибо большое вы очень аперативные,Нравится скорость отработки заявок,0,0,0,1,0,0
4190827,5,все оперативно устранили,Нравится скорость отработки заявок,0,0,0,1,0,0
4190748,5,хорошо что решили вопрос но тем не менее человек менее внимательный не обратил бы внимание на пришедший повторный счёт за коммуналку и оплатил его бы дважды,Другое,0,0,0,0,0,1
4190727,5,четко оперативно,Нравится скорость отработки заявок,0,0,0,1,0,0
4190696,5,причину выяснили но дверь как была открыта так и осталась вопрос не был решен,Другое,0,0,0,0,0,1
4190639,5,очень быстро отреагировали,Нравится скорость отработки заявок,0,0,0,1,0,0
4190613,5,частично произведена уборка засохшое дерьмо в углу так и осталось не убранным,Другое,0,0,0,0,0,1
4190484,5,спасибо что быстро исправили,Нравится скорость отработки заявок,0,0,0,1,0,0
4190280,5,все быстро и хорошо,Нравится скорость отработки заявок,0,0,0,1,0,0
4190237,5,долго но всё равно спасибо,Вопрос решен,1,0,0,0,0,0
4190112,5,спасибо быстро отреагировали,Нравится скорость отработки заявок,0,0,0,1,0,0
4189998,5,оперативно доброжелательно и качественно огромное спасибо за помощь,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4189874,5,быстро и вовремя,Нравится скорость отработки заявок,0,0,0,1,0,0
4189813,5,огромное спасибо за мгновенную помощь очень приятно что так быстро среагировали и понятно объяснили какие кнопки нажимать теперь я знаю что делать в подобных случаях ещё раз спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",0,0,0,1,1,0
4189802,5,быстро сработали,Нравится скорость отработки заявок,0,0,0,1,0,0
4189612,5,огромное спасибо за оперативную помощь,Нравится скорость отработки заявок,0,0,0,1,0,0
4189591,5,всё решили быстро,Нравится скорость отработки заявок,0,0,0,1,0,0
4189282,5,на лифте засрали можите видео посмотреть кто это свиня чтобы за сабой не убирает посмотретье пожалуйста видео,Другое,0,0,0,0,0,1
4189200,5,спасибо огромное андрею мастер своего дела,Нравится качество работы сотрудников,0,0,1,0,0,0
4189189,5,благодарим,Вопрос решен,1,0,0,0,0,0
4189147,5,отличный мастер приходил отзывчивый все устранил,Нравится качество работы сотрудников,0,0,1,0,0,0
4188873,5,ура спасибо большое а можно их ещё отрегулировать чтобы медленно закрывались двери,Другое,0,0,0,0,0,1
4188867,5,вот это скорость выполнения заявки вот это я понимаю в пример всем остальным спасибо большое,Нравится скорость отработки заявок,0,0,0,1,0,0
4188741,5,воду дали но не понятно почему ее не было,"{""choices"":[""Вопрос решен"",""Другое""]}",1,0,0,0,0,1
4188691,5,пришли быстро всё исправили на щитке как оказалось у многих плохо прикручены контакты спасибо,Нравится скорость отработки заявок,0,0,0,1,0,0
4188688,5,оперативно качественно и доброжелательно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4188654,5,благодарю вас за быструю услугу,Нравится скорость отработки заявок,0,0,0,1,0,0
4188649,5,благодарю за выполненную работу быстро и качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4188411,5,отличная работа спасибо,Вопрос решен,1,0,0,0,0,0
4188357,5,оперативно помогли,Нравится скорость отработки заявок,0,0,0,1,0,0
4188302,5,протечки устранена спасибо,Вопрос решен,1,0,0,0,0,0
4188256,5,спасибо большое в квартире а в правду очень тепло стало как сделали отопление вот что значит опытные сантехники,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",1,0,1,0,0,0
4188199,5,этот же автомобиль в этом же месте припаркован на данный момент из за этого автомобиля участок еле проходим,Другое,0,0,0,0,0,1
4188140,5,добрый день спасибо за понимание и быстрое решение,Нравится скорость отработки заявок,0,0,0,1,0,0
4188136,5,спасибо за решение проблемы,Вопрос решен,1,0,0,0,0,0
4188133,5,во время устранили,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4188057,5,большое вам спасибо,Вопрос решен,1,0,0,0,0,0
4188030,5,спасибо оперативно все починили,Нравится скорость отработки заявок,0,0,0,1,0,0
4188008,5,мастер оперативно нашел причину протечки,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4187925,5,отлично все устранили в кратчайший срок благодарю,Нравится скорость отработки заявок,0,0,0,1,0,0
4187767,5,пока работает всё хорошо,Вопрос решен,1,0,0,0,0,0
4187651,5,убрали,Другое,0,0,0,0,0,1
4187591,5,мастер супер спасибо огромное,Нравится качество работы сотрудников,0,0,1,0,0,0
4187529,5,спасибо огромное всё профессионально,Вопрос решен,1,0,0,0,0,0
4187508,5,всё работает спасибо,Вопрос решен,1,0,0,0,0,0
4187459,5,андрей с товарищем все исправили отличная работа,Нравится качество работы сотрудников,0,0,1,0,0,0
4187426,5,я сделала ремонт в коридоре и если в подвале сухо но надеюсь что от грибка в квартире больше нет благодарю за фото,Другое,0,0,0,0,0,1
4187271,5,спасибо огромное у нас в самолёте первоклассные специалисты,Вопрос решен,1,0,0,0,0,0
4187234,5,ну здесь в целом могу сказать что заявку выполнили здесь вам спасибо,Другое,0,0,0,0,0,1
4187231,5,спасибо большое за компетентное разъяснение вопроса,Нравится качество выполнения заявки,0,1,0,0,0,0
4187213,5,было бы хорошо чтобы они не ломались каждый жень они же новые,Другое,0,0,0,0,0,1
4187157,5,очень понравилось насколько качественно была выполнена работа по устранениию течи в стояке по устранению последствий аварии грачев михаил и голубев прошу прощения не знаю имени очень качественно на высшем уровне выполнили свою работу даже профессинал высоко оценил,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",0,1,1,0,0,0
4187124,5,супер мастер протечка устранена спасибо,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}",1,0,1,0,0,0
4187095,5,так и не работает дверь входная и дамовон,Другое,0,0,0,0,0,1
4187034,5,хотелось бы чтобы работа выполнялась постоянно без заявок,Другое,0,0,0,0,0,1
4186976,5,удивлен что так быстро среагировали,Нравится скорость отработки заявок,0,0,0,1,0,0
4186936,5,все супер отличный спокойный мастер,Нравится качество работы сотрудников,0,0,1,0,0,0
4186872,5,большой спасибо татьяне,Нравится качество работы сотрудников,0,0,1,0,0,0
4186811,5,шум прошел надеюсь не повторится спасибо,Вопрос решен,1,0,0,0,0,0
4186802,5,спасибо очень быстро всё сделали,Нравится скорость отработки заявок,0,0,0,1,0,0
4186779,5,звезд заочно так как специалист дал оперативную и грамотную консультацию но проблема пока не решена,Другое,0,0,0,0,0,1
4186370,5,оперативно пришел сотрудник и нашел источник протечки,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4186346,5,быстро приняли меры,Нравится скорость отработки заявок,0,0,0,1,0,0
4186341,5,все сделали,Вопрос решен,1,0,0,0,0,0
4186199,5,все сделано грамотно и оперативно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4186065,5,быстро качественно результативно спасибо,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4186063,5,спасибо большое все быстро починили,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4185970,5,оперативно разрешили данную проблему надеюсь что больше в данном месте после сварки протекать не будет,Нравится скорость отработки заявок,0,0,0,1,0,0
4185965,5,спасибо сантехнику валерию что устранил гул у соседей,Нравится качество работы сотрудников,0,0,1,0,0,0
4185904,5,батарея в ванной горячая спасибо,Вопрос решен,1,0,0,0,0,0
4185836,5,огромное спасибо слесарям пришли быстро все устранили,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4185789,5,никто не приходил как гремело так и гремит после повторного обращения и переоткрытия заявки дефекты были устранены,Вопрос решен,1,0,0,0,0,0
4185701,5,спасибо все сделал мастер,Нравится качество работы сотрудников,0,0,1,0,0,0
4185671,5,приятный менеджер,Нравится качество работы сотрудников,0,0,1,0,0,0
4185653,5,спасибо большое все быстро и по делу,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4185499,5,спасибо все сделали от начала заявки до регулировки батареи за минут очень толковый работник пришел,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4185305,5,а тлично,Вопрос решен,1,0,0,0,0,0
4185279,5,оплатил,Другое,0,0,0,0,0,1
4185235,5,лифт не работает кнопки не активны,Другое,0,0,0,0,0,1
4185154,5,спасибо заменили лампу,Вопрос решен,1,0,0,0,0,0
4185044,5,прошу просмотреть прошел ли платеж сегодня на новую сумму в квитанции деньги списали,Другое,0,0,0,0,0,1
4184979,5,не передали в гарантийный отдел,Другое,0,0,0,0,0,1
4184905,5,мастер быстро отреагировал сразу пришел проблему решили,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4184692,5,оперативно исправили,Нравится скорость отработки заявок,0,0,0,1,0,0
4184636,5,спасибо всё быстро и качественно,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",0,1,0,1,0,0
4184497,5,отлично спасибо мастер все установил как нужно,Нравится качество работы сотрудников,0,0,1,0,0,0
4184450,5,спасибо за ликвидацию аварии,Вопрос решен,1,0,0,0,0,0
4184444,5,мастер подошёл в течении минут спасибо огромное,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",0,0,1,1,0,0
4184403,5,не работают грузовых лифта,Другое,0,0,0,0,0,1
4184401,5,спасибо юлии и ерлану за решение вопроса,Нравится качество работы сотрудников,0,0,1,0,0,0
4184362,5,быстро пришли течь устранили,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",1,0,0,1,0,0
4184236,5,уборка была выполнена,Вопрос решен,1,0,0,0,0,0
